(l1, l2, l3, m1, m2, m3)
(6, 4, 6, -6, 1, -5): 3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, -6, 2, -4): 9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, -6, 3, -3): 9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, -6, 4, -2): 3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, -5, -4, 1): -sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, -5, -3, 2): -7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, -5, -2, 3): -6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, -5, -1, 4): -3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, -5, -1, 6): 3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, -5, 0, -5): -3/(17*sqrt(pi))
(6, 4, 6, -5, 1, -6): 3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, -5, 1, -4): 3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, -5, 2, -3): 6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, -5, 3, -2): 7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, -5, 4, -1): sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, -4, -4, 0): 21*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, -4, -3, 1): 5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, -4, -2, 2): 23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, -4, -2, 6): -9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, -4, -1, 3): -21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, -4, -1, 5): -3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, -4, 0, -4): -48/(187*sqrt(pi))
(6, 4, 6, -4, 1, -5): 3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, -4, 1, -3): -21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, -4, 2, -6): 9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, -4, 2, -2): 23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, -4, 3, -1): 5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, -3, -4, 1): 21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, -3, -3, 0): -21*sqrt(3)/(187*sqrt(pi))
(6, 4, 6, -3, -3, 6): 9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, -3, -2, 1): 6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, -3, -2, 5): 6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, -3, -1, 2): 39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, -3, -1, 4): -21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, -3, 0, -3): -27/(187*sqrt(pi))
(6, 4, 6, -3, 1, -4): -21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, -3, 1, -2): -39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, -3, 2, -5): 6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, -3, 2, -1): -6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, -3, 3, -6): 9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, -3, 4, -1): 21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, -2, -4, 2): 7*sqrt(35)/(187*sqrt(pi))
(6, 4, 6, -2, -4, 6): -3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, -2, -3, 1): -7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, -2, -3, 5): -7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, -2, -2, 0): -sqrt(42)/(34*sqrt(pi))
(6, 4, 6, -2, -2, 4): -23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, -2, -1, 1): -53/(374*sqrt(pi))
(6, 4, 6, -2, -1, 3): 39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, -2, 0, -2): 1/(34*sqrt(pi))
(6, 4, 6, -2, 1, -3): -39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, -2, 1, -1): -53/(374*sqrt(pi))
(6, 4, 6, -2, 2, -4): 23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, -2, 3, -5): 7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, -2, 3, -1): 7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, -2, 4, -6): 3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, -2, 4, -2): -7*sqrt(35)/(187*sqrt(pi))
(6, 4, 6, -1, -4, 3): 21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, -1, -4, 5): sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, -1, -3, 2): 7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, -1, -3, 4): 5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, -1, -2, 1): -14*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, -1, -2, 3): -6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, -1, -1, 0): sqrt(210)/(187*sqrt(pi))
(6, 4, 6, -1, -1, 2): -53/(374*sqrt(pi))
(6, 4, 6, -1, 0, -1): 32/(187*sqrt(pi))
(6, 4, 6, -1, 1, -2): -53/(374*sqrt(pi))
(6, 4, 6, -1, 2, -3): -6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, -1, 2, -1): -14*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, -1, 3, -4): 5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, -1, 3, -2): 7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, -1, 4, -5): sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, -1, 4, -3): 21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, 0, -4, -4): 21*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, 0, -3, -3): -21*sqrt(3)/(187*sqrt(pi))
(6, 4, 6, 0, -2, -2): -sqrt(42)/(34*sqrt(pi))
(6, 4, 6, 0, -1, -1): sqrt(210)/(187*sqrt(pi))
(6, 4, 6, 0, 0, 0): 42/(187*sqrt(pi))
(6, 4, 6, 0, 1, 1): sqrt(210)/(187*sqrt(pi))
(6, 4, 6, 0, 2, 2): -sqrt(42)/(34*sqrt(pi))
(6, 4, 6, 0, 3, 3): -21*sqrt(3)/(187*sqrt(pi))
(6, 4, 6, 0, 4, 4): 21*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, 1, -4, -5): -sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, 1, -4, -3): 21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, 1, -3, -4): 5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, 1, -3, -2): -7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, 1, -2, -3): 6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, 1, -2, -1): -14*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, 1, -1, -2): -53/(374*sqrt(pi))
(6, 4, 6, 1, 0, 1): 32/(187*sqrt(pi))
(6, 4, 6, 1, 1, 0): sqrt(210)/(187*sqrt(pi))
(6, 4, 6, 1, 1, 2): 53/(374*sqrt(pi))
(6, 4, 6, 1, 2, 1): 14*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, 1, 2, 3): -6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, 1, 3, 2): 7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, 1, 3, 4): -5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, 1, 4, 3): -21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, 1, 4, 5): sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, 2, -4, -6): 3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, 2, -4, -2): 7*sqrt(35)/(187*sqrt(pi))
(6, 4, 6, 2, -3, -5): -7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, 2, -3, -1): 7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, 2, -2, -4): 23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, 2, -1, -3): 39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, 2, -1, -1): -53/(374*sqrt(pi))
(6, 4, 6, 2, 0, 2): 1/(34*sqrt(pi))
(6, 4, 6, 2, 1, 1): 53/(374*sqrt(pi))
(6, 4, 6, 2, 1, 3): 39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, 2, 2, 0): -sqrt(42)/(34*sqrt(pi))
(6, 4, 6, 2, 2, 4): 23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, 2, 3, 1): 7*sqrt(7)/(374*sqrt(pi))
(6, 4, 6, 2, 3, 5): -7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, 2, 4, 2): 7*sqrt(35)/(187*sqrt(pi))
(6, 4, 6, 2, 4, 6): 3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, 3, -4, -1): 21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, 3, -3, -6): 9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, 3, -2, -5): -6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, 3, -2, -1): -6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, 3, -1, -4): -21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, 3, -1, -2): 39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, 3, 0, 3): -27/(187*sqrt(pi))
(6, 4, 6, 3, 1, 2): 39*sqrt(10)/(748*sqrt(pi))
(6, 4, 6, 3, 1, 4): 21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, 3, 2, 1): -6*sqrt(2)/(187*sqrt(pi))
(6, 4, 6, 3, 2, 5): 6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, 3, 3, 0): -21*sqrt(3)/(187*sqrt(pi))
(6, 4, 6, 3, 3, 6): -9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, 3, 4, 1): -21*sqrt(14)/(374*sqrt(pi))
(6, 4, 6, 4, -3, -1): 5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, 4, -2, -6): 9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, 4, -2, -2): -23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, 4, -1, -5): -3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, 4, -1, -3): -21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, 4, 0, 4): -48/(187*sqrt(pi))
(6, 4, 6, 4, 1, 3): 21*sqrt(3)/(374*sqrt(pi))
(6, 4, 6, 4, 1, 5): -3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, 4, 2, 2): 23*sqrt(6)/(748*sqrt(pi))
(6, 4, 6, 4, 2, 6): 9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, 4, 3, 1): -5*sqrt(210)/(374*sqrt(pi))
(6, 4, 6, 4, 4, 0): 21*sqrt(5)/(187*sqrt(pi))
(6, 4, 6, 5, -4, -1): sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, 5, -3, -2): -7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, 5, -2, -3): 6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, 5, -1, -6): 3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, 5, -1, -4): -3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, 5, 0, 5): -3/(17*sqrt(pi))
(6, 4, 6, 5, 1, 4): -3*sqrt(55)/(374*sqrt(pi))
(6, 4, 6, 5, 1, 6): -3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, 5, 2, 3): 6*sqrt(33)/(187*sqrt(pi))
(6, 4, 6, 5, 3, 2): -7*sqrt(462)/(748*sqrt(pi))
(6, 4, 6, 5, 4, 1): sqrt(2310)/(374*sqrt(pi))
(6, 4, 6, 6, -4, -2): -3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, 6, -3, -3): 9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, 6, -2, -4): -9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, 6, -1, -5): 3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, 6, 0, 6): 9/(34*sqrt(pi))
(6, 4, 6, 6, 1, 5): -3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, 6, 2, 4): 9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, 6, 3, 3): -9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, 6, 4, 2): 3*sqrt(77)/(374*sqrt(pi))
(6, 4, 8, -6, -4, 2): -3*sqrt(51051)/(46189*sqrt(pi))
(6, 4, 8, -6, -3, 3): -9*sqrt(1547)/(8398*sqrt(pi))
(6, 4, 8, -6, -2, 4): -9*sqrt(6630)/(8398*sqrt(pi))
(6, 4, 8, -6, -2, 8): 3*sqrt(714)/(323*sqrt(pi))
(6, 4, 8, -6, -1, 5): -3*sqrt(255)/(323*sqrt(pi))
(6, 4, 8, -6, -1, 7): -9*sqrt(357)/(646*sqrt(pi))
(6, 4, 8, -6, 0, -6): -9*sqrt(119)/(323*sqrt(pi))
(6, 4, 8, -6, 1, -7): 9*sqrt(357)/(646*sqrt(pi))
(6, 4, 8, -6, 1, -5): -3*sqrt(255)/(323*sqrt(pi))
(6, 4, 8, -6, 2, -8): -3*sqrt(714)/(323*sqrt(pi))
(6, 4, 8, -6, 2, -4): -9*sqrt(6630)/(8398*sqrt(pi))
(6, 4, 8, -6, 3, -3): -9*sqrt(1547)/(8398*sqrt(pi))
(6, 4, 8, -6, 4, -2): -3*sqrt(51051)/(46189*sqrt(pi))
(6, 4, 8, -5, -4, 1): 21*sqrt(24310)/(92378*sqrt(pi))
(6, 4, 8, -5, -3, 2): 87*sqrt(34034)/(184756*sqrt(pi))
(6, 4, 8, -5, -3, 8): -21*sqrt(17)/(323*sqrt(pi))
(6, 4, 8, -5, -2, 3): 69*sqrt(1326)/(16796*sqrt(pi))
(6, 4, 8, -5, -2, 7): 3*sqrt(238)/(1292*sqrt(pi))
(6, 4, 8, -5, -1, 4): 3*sqrt(1105)/(494*sqrt(pi))
(6, 4, 8, -5, -1, 6): 3*sqrt(3570)/(1292*sqrt(pi))
(6, 4, 8, -5, 0, -5): -33*sqrt(34)/(646*sqrt(pi))
(6, 4, 8, -5, 1, -6): 3*sqrt(3570)/(1292*sqrt(pi))
(6, 4, 8, -5, 1, -4): -3*sqrt(1105)/(494*sqrt(pi))
(6, 4, 8, -5, 2, -7): 3*sqrt(238)/(1292*sqrt(pi))
(6, 4, 8, -5, 2, -3): -69*sqrt(1326)/(16796*sqrt(pi))
(6, 4, 8, -5, 3, -8): -21*sqrt(17)/(323*sqrt(pi))
(6, 4, 8, -5, 3, -2): -87*sqrt(34034)/(184756*sqrt(pi))
(6, 4, 8, -5, 4, -1): -21*sqrt(24310)/(92378*sqrt(pi))
(6, 4, 8, -4, -4, 0): -126*sqrt(1105)/(46189*sqrt(pi))
(6, 4, 8, -4, -4, 8): 42*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, -4, -3, 1): -525*sqrt(2210)/(184756*sqrt(pi))
(6, 4, 8, -4, -3, 7): 147*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, -4, -2, 2): -417*sqrt(442)/(46189*sqrt(pi))
(6, 4, 8, -4, -2, 6): -3*sqrt(39270)/(3553*sqrt(pi))
(6, 4, 8, -4, -1, 3): -303*sqrt(14586)/(184756*sqrt(pi))
(6, 4, 8, -4, -1, 5): 3*sqrt(1870)/(14212*sqrt(pi))
(6, 4, 8, -4, 0, -4): -174*sqrt(2431)/(46189*sqrt(pi))
(6, 4, 8, -4, 1, -5): -3*sqrt(1870)/(14212*sqrt(pi))
(6, 4, 8, -4, 1, -3): -303*sqrt(14586)/(184756*sqrt(pi))
(6, 4, 8, -4, 2, -6): 3*sqrt(39270)/(3553*sqrt(pi))
(6, 4, 8, -4, 2, -2): -417*sqrt(442)/(46189*sqrt(pi))
(6, 4, 8, -4, 3, -7): -147*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, -4, 3, -1): -525*sqrt(2210)/(184756*sqrt(pi))
(6, 4, 8, -4, 4, -8): -42*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, -3, -4, 1): -126*sqrt(1326)/(46189*sqrt(pi))
(6, 4, 8, -3, -4, 7): -21*sqrt(5610)/(7106*sqrt(pi))
(6, 4, 8, -3, -3, 0): 441*sqrt(663)/(46189*sqrt(pi))
(6, 4, 8, -3, -3, 6): -63*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, -3, -2, 1): 381*sqrt(9282)/(184756*sqrt(pi))
(6, 4, 8, -3, -2, 5): 81*sqrt(1122)/(14212*sqrt(pi))
(6, 4, 8, -3, -1, 2): 333*sqrt(6630)/(184756*sqrt(pi))
(6, 4, 8, -3, -1, 4): -129*sqrt(7293)/(92378*sqrt(pi))
(6, 4, 8, -3, 0, -3): -45*sqrt(4862)/(92378*sqrt(pi))
(6, 4, 8, -3, 1, -4): -129*sqrt(7293)/(92378*sqrt(pi))
(6, 4, 8, -3, 1, -2): -333*sqrt(6630)/(184756*sqrt(pi))
(6, 4, 8, -3, 2, -5): 81*sqrt(1122)/(14212*sqrt(pi))
(6, 4, 8, -3, 2, -1): -381*sqrt(9282)/(184756*sqrt(pi))
(6, 4, 8, -3, 3, -6): -63*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, -3, 4, -7): -21*sqrt(5610)/(7106*sqrt(pi))
(6, 4, 8, -3, 4, -1): -126*sqrt(1326)/(46189*sqrt(pi))
(6, 4, 8, -2, -4, 2): -42*sqrt(23205)/(46189*sqrt(pi))
(6, 4, 8, -2, -4, 6): 63*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, -2, -3, 1): 21*sqrt(663)/(2717*sqrt(pi))
(6, 4, 8, -2, -3, 5): -3*sqrt(3927)/(7106*sqrt(pi))
(6, 4, 8, -2, -2, 0): -9*sqrt(9282)/(3553*sqrt(pi))
(6, 4, 8, -2, -2, 4): -111*sqrt(14586)/(92378*sqrt(pi))
(6, 4, 8, -2, -1, 1): -87*sqrt(4641)/(92378*sqrt(pi))
(6, 4, 8, -2, -1, 3): 72*sqrt(12155)/(46189*sqrt(pi))
(6, 4, 8, -2, 0, -2): 15*sqrt(663)/(3553*sqrt(pi))
(6, 4, 8, -2, 1, -3): -72*sqrt(12155)/(46189*sqrt(pi))
(6, 4, 8, -2, 1, -1): -87*sqrt(4641)/(92378*sqrt(pi))
(6, 4, 8, -2, 2, -4): 111*sqrt(14586)/(92378*sqrt(pi))
(6, 4, 8, -2, 3, -5): 3*sqrt(3927)/(7106*sqrt(pi))
(6, 4, 8, -2, 3, -1): -21*sqrt(663)/(2717*sqrt(pi))
(6, 4, 8, -2, 4, -6): -63*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, -2, 4, -2): 42*sqrt(23205)/(46189*sqrt(pi))
(6, 4, 8, -1, -4, 3): -63*sqrt(17017)/(46189*sqrt(pi))
(6, 4, 8, -1, -4, 5): -6*sqrt(19635)/(3553*sqrt(pi))
(6, 4, 8, -1, -3, 2): 21*sqrt(4641)/(7106*sqrt(pi))
(6, 4, 8, -1, -3, 4): 15*sqrt(510510)/(92378*sqrt(pi))
(6, 4, 8, -1, -2, 1): -69*sqrt(23205)/(92378*sqrt(pi))
(6, 4, 8, -1, -2, 3): 9*sqrt(2431)/(7106*sqrt(pi))
(6, 4, 8, -1, -1, 0): -9*sqrt(46410)/(46189*sqrt(pi))
(6, 4, 8, -1, -1, 2): -597*sqrt(663)/(92378*sqrt(pi))
(6, 4, 8, -1, 0, -1): 141*sqrt(4641)/(46189*sqrt(pi))
(6, 4, 8, -1, 1, -2): -597*sqrt(663)/(92378*sqrt(pi))
(6, 4, 8, -1, 2, -3): 9*sqrt(2431)/(7106*sqrt(pi))
(6, 4, 8, -1, 2, -1): -69*sqrt(23205)/(92378*sqrt(pi))
(6, 4, 8, -1, 3, -4): 15*sqrt(510510)/(92378*sqrt(pi))
(6, 4, 8, -1, 3, -2): 21*sqrt(4641)/(7106*sqrt(pi))
(6, 4, 8, -1, 4, -5): -6*sqrt(19635)/(3553*sqrt(pi))
(6, 4, 8, -1, 4, -3): -63*sqrt(17017)/(46189*sqrt(pi))
(6, 4, 8, 0, -4, -4): -126*sqrt(12155)/(46189*sqrt(pi))
(6, 4, 8, 0, -3, -3): -189*sqrt(14586)/(92378*sqrt(pi))
(6, 4, 8, 0, -2, -2): -36*sqrt(3094)/(46189*sqrt(pi))
(6, 4, 8, 0, -1, -1): 315*sqrt(2210)/(92378*sqrt(pi))
(6, 4, 8, 0, 0, 0): 756*sqrt(221)/(46189*sqrt(pi))
(6, 4, 8, 0, 1, 1): 315*sqrt(2210)/(92378*sqrt(pi))
(6, 4, 8, 0, 2, 2): -36*sqrt(3094)/(46189*sqrt(pi))
(6, 4, 8, 0, 3, 3): -189*sqrt(14586)/(92378*sqrt(pi))
(6, 4, 8, 0, 4, 4): -126*sqrt(12155)/(46189*sqrt(pi))
(6, 4, 8, 1, -4, -5): 6*sqrt(19635)/(3553*sqrt(pi))
(6, 4, 8, 1, -4, -3): -63*sqrt(17017)/(46189*sqrt(pi))
(6, 4, 8, 1, -3, -4): 15*sqrt(510510)/(92378*sqrt(pi))
(6, 4, 8, 1, -3, -2): -21*sqrt(4641)/(7106*sqrt(pi))
(6, 4, 8, 1, -2, -3): -9*sqrt(2431)/(7106*sqrt(pi))
(6, 4, 8, 1, -2, -1): -69*sqrt(23205)/(92378*sqrt(pi))
(6, 4, 8, 1, -1, -2): -597*sqrt(663)/(92378*sqrt(pi))
(6, 4, 8, 1, 0, 1): 141*sqrt(4641)/(46189*sqrt(pi))
(6, 4, 8, 1, 1, 0): -9*sqrt(46410)/(46189*sqrt(pi))
(6, 4, 8, 1, 1, 2): 597*sqrt(663)/(92378*sqrt(pi))
(6, 4, 8, 1, 2, 1): 69*sqrt(23205)/(92378*sqrt(pi))
(6, 4, 8, 1, 2, 3): 9*sqrt(2431)/(7106*sqrt(pi))
(6, 4, 8, 1, 3, 2): 21*sqrt(4641)/(7106*sqrt(pi))
(6, 4, 8, 1, 3, 4): -15*sqrt(510510)/(92378*sqrt(pi))
(6, 4, 8, 1, 4, 3): 63*sqrt(17017)/(46189*sqrt(pi))
(6, 4, 8, 1, 4, 5): -6*sqrt(19635)/(3553*sqrt(pi))
(6, 4, 8, 2, -4, -6): -63*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, 2, -4, -2): -42*sqrt(23205)/(46189*sqrt(pi))
(6, 4, 8, 2, -3, -5): -3*sqrt(3927)/(7106*sqrt(pi))
(6, 4, 8, 2, -3, -1): -21*sqrt(663)/(2717*sqrt(pi))
(6, 4, 8, 2, -2, -4): 111*sqrt(14586)/(92378*sqrt(pi))
(6, 4, 8, 2, -1, -3): 72*sqrt(12155)/(46189*sqrt(pi))
(6, 4, 8, 2, -1, -1): -87*sqrt(4641)/(92378*sqrt(pi))
(6, 4, 8, 2, 0, 2): 15*sqrt(663)/(3553*sqrt(pi))
(6, 4, 8, 2, 1, 1): 87*sqrt(4641)/(92378*sqrt(pi))
(6, 4, 8, 2, 1, 3): 72*sqrt(12155)/(46189*sqrt(pi))
(6, 4, 8, 2, 2, 0): -9*sqrt(9282)/(3553*sqrt(pi))
(6, 4, 8, 2, 2, 4): 111*sqrt(14586)/(92378*sqrt(pi))
(6, 4, 8, 2, 3, 1): -21*sqrt(663)/(2717*sqrt(pi))
(6, 4, 8, 2, 3, 5): -3*sqrt(3927)/(7106*sqrt(pi))
(6, 4, 8, 2, 4, 2): -42*sqrt(23205)/(46189*sqrt(pi))
(6, 4, 8, 2, 4, 6): -63*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, 3, -4, -7): 21*sqrt(5610)/(7106*sqrt(pi))
(6, 4, 8, 3, -4, -1): -126*sqrt(1326)/(46189*sqrt(pi))
(6, 4, 8, 3, -3, -6): -63*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, 3, -2, -5): -81*sqrt(1122)/(14212*sqrt(pi))
(6, 4, 8, 3, -2, -1): -381*sqrt(9282)/(184756*sqrt(pi))
(6, 4, 8, 3, -1, -4): -129*sqrt(7293)/(92378*sqrt(pi))
(6, 4, 8, 3, -1, -2): 333*sqrt(6630)/(184756*sqrt(pi))
(6, 4, 8, 3, 0, 3): -45*sqrt(4862)/(92378*sqrt(pi))
(6, 4, 8, 3, 1, 2): 333*sqrt(6630)/(184756*sqrt(pi))
(6, 4, 8, 3, 1, 4): 129*sqrt(7293)/(92378*sqrt(pi))
(6, 4, 8, 3, 2, 1): -381*sqrt(9282)/(184756*sqrt(pi))
(6, 4, 8, 3, 2, 5): 81*sqrt(1122)/(14212*sqrt(pi))
(6, 4, 8, 3, 3, 0): 441*sqrt(663)/(46189*sqrt(pi))
(6, 4, 8, 3, 3, 6): 63*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, 3, 4, 1): 126*sqrt(1326)/(46189*sqrt(pi))
(6, 4, 8, 3, 4, 7): -21*sqrt(5610)/(7106*sqrt(pi))
(6, 4, 8, 4, -4, -8): -42*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, 4, -3, -7): 147*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, 4, -3, -1): -525*sqrt(2210)/(184756*sqrt(pi))
(6, 4, 8, 4, -2, -6): 3*sqrt(39270)/(3553*sqrt(pi))
(6, 4, 8, 4, -2, -2): 417*sqrt(442)/(46189*sqrt(pi))
(6, 4, 8, 4, -1, -5): 3*sqrt(1870)/(14212*sqrt(pi))
(6, 4, 8, 4, -1, -3): -303*sqrt(14586)/(184756*sqrt(pi))
(6, 4, 8, 4, 0, 4): -174*sqrt(2431)/(46189*sqrt(pi))
(6, 4, 8, 4, 1, 3): 303*sqrt(14586)/(184756*sqrt(pi))
(6, 4, 8, 4, 1, 5): 3*sqrt(1870)/(14212*sqrt(pi))
(6, 4, 8, 4, 2, 2): -417*sqrt(442)/(46189*sqrt(pi))
(6, 4, 8, 4, 2, 6): 3*sqrt(39270)/(3553*sqrt(pi))
(6, 4, 8, 4, 3, 1): 525*sqrt(2210)/(184756*sqrt(pi))
(6, 4, 8, 4, 3, 7): 147*sqrt(374)/(14212*sqrt(pi))
(6, 4, 8, 4, 4, 0): -126*sqrt(1105)/(46189*sqrt(pi))
(6, 4, 8, 4, 4, 8): -42*sqrt(187)/(3553*sqrt(pi))
(6, 4, 8, 5, -4, -1): -21*sqrt(24310)/(92378*sqrt(pi))
(6, 4, 8, 5, -3, -8): -21*sqrt(17)/(323*sqrt(pi))
(6, 4, 8, 5, -3, -2): 87*sqrt(34034)/(184756*sqrt(pi))
(6, 4, 8, 5, -2, -7): -3*sqrt(238)/(1292*sqrt(pi))
(6, 4, 8, 5, -2, -3): -69*sqrt(1326)/(16796*sqrt(pi))
(6, 4, 8, 5, -1, -6): 3*sqrt(3570)/(1292*sqrt(pi))
(6, 4, 8, 5, -1, -4): 3*sqrt(1105)/(494*sqrt(pi))
(6, 4, 8, 5, 0, 5): -33*sqrt(34)/(646*sqrt(pi))
(6, 4, 8, 5, 1, 4): 3*sqrt(1105)/(494*sqrt(pi))
(6, 4, 8, 5, 1, 6): -3*sqrt(3570)/(1292*sqrt(pi))
(6, 4, 8, 5, 2, 3): -69*sqrt(1326)/(16796*sqrt(pi))
(6, 4, 8, 5, 2, 7): 3*sqrt(238)/(1292*sqrt(pi))
(6, 4, 8, 5, 3, 2): 87*sqrt(34034)/(184756*sqrt(pi))
