(l1, l2, l3, m1, m2, m3)
(6, 3, 9, -5, -2, 7): 14*sqrt(57)/(323*sqrt(pi))
(6, 3, 9, -5, -1, 4): -sqrt(1995)/(646*sqrt(pi))
(6, 3, 9, -5, -1, 6): -21*sqrt(190)/(1292*sqrt(pi))
(6, 3, 9, -5, 0, -5): 14*sqrt(19)/(323*sqrt(pi))
(6, 3, 9, -5, 1, -6): -21*sqrt(190)/(1292*sqrt(pi))
(6, 3, 9, -5, 1, -4): sqrt(1995)/(646*sqrt(pi))
(6, 3, 9, -5, 2, -7): 14*sqrt(57)/(323*sqrt(pi))
(6, 3, 9, -5, 2, -3): 3*sqrt(1729)/(4199*sqrt(pi))
(6, 3, 9, -5, 3, -8): -7*sqrt(323)/(323*sqrt(pi))
(6, 3, 9, -5, 3, -2): 7*sqrt(494)/(16796*sqrt(pi))
(6, 3, 9, -4, -3, 1): 7*sqrt(494)/(8398*sqrt(pi))
(6, 3, 9, -4, -3, 7): 7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, -4, -2, 2): 7*sqrt(16302)/(16796*sqrt(pi))
(6, 3, 9, -4, -2, 6): -21*sqrt(418)/(1292*sqrt(pi))
(6, 3, 9, -4, -1, 3): 3*sqrt(95095)/(8398*sqrt(pi))
(6, 3, 9, -4, -1, 5): 7*sqrt(627)/(646*sqrt(pi))
(6, 3, 9, -4, 0, -4): sqrt(7315)/(323*sqrt(pi))
(6, 3, 9, -4, 1, -5): -7*sqrt(627)/(646*sqrt(pi))
(6, 3, 9, -4, 1, -3): 3*sqrt(95095)/(8398*sqrt(pi))
(6, 3, 9, -4, 2, -6): 21*sqrt(418)/(1292*sqrt(pi))
(6, 3, 9, -4, 2, -2): 7*sqrt(16302)/(16796*sqrt(pi))
(6, 3, 9, -4, 3, -7): -7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, -4, 3, -1): 7*sqrt(494)/(8398*sqrt(pi))
(6, 3, 9, -3, -3, 0): -7*sqrt(741)/(4199*sqrt(pi))
(6, 3, 9, -3, -3, 6): -7*sqrt(2090)/(1292*sqrt(pi))
(6, 3, 9, -3, -2, 1): -7*sqrt(2470)/(4199*sqrt(pi))
(6, 3, 9, -3, -2, 5): 7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, -3, -1, 2): -35*sqrt(5434)/(16796*sqrt(pi))
(6, 3, 9, -3, -1, 4): -5*sqrt(1463)/(646*sqrt(pi))
(6, 3, 9, -3, 0, -3): 10*sqrt(19019)/(4199*sqrt(pi))
(6, 3, 9, -3, 1, -4): -5*sqrt(1463)/(646*sqrt(pi))
(6, 3, 9, -3, 1, -2): 35*sqrt(5434)/(16796*sqrt(pi))
(6, 3, 9, -3, 2, -5): 7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, -3, 2, -1): 7*sqrt(2470)/(4199*sqrt(pi))
(6, 3, 9, -3, 3, -6): -7*sqrt(2090)/(1292*sqrt(pi))
(6, 3, 9, -2, -3, 1): -7*sqrt(3705)/(8398*sqrt(pi))
(6, 3, 9, -2, -3, 5): 7*sqrt(1254)/(1292*sqrt(pi))
(6, 3, 9, -2, -2, 0): 63*sqrt(494)/(8398*sqrt(pi))
(6, 3, 9, -2, -2, 4): -3*sqrt(14630)/(1292*sqrt(pi))
(6, 3, 9, -2, -1, 1): 105*sqrt(247)/(8398*sqrt(pi))
(6, 3, 9, -2, -1, 3): 15*sqrt(114114)/(16796*sqrt(pi))
(6, 3, 9, -2, 0, -2): 35*sqrt(8151)/(8398*sqrt(pi))
(6, 3, 9, -2, 1, -3): -15*sqrt(114114)/(16796*sqrt(pi))
(6, 3, 9, -2, 1, -1): 105*sqrt(247)/(8398*sqrt(pi))
(6, 3, 9, -2, 2, -4): 3*sqrt(14630)/(1292*sqrt(pi))
(6, 3, 9, -2, 3, -5): -7*sqrt(1254)/(1292*sqrt(pi))
(6, 3, 9, -2, 3, -1): 7*sqrt(3705)/(8398*sqrt(pi))
(6, 3, 9, -1, -3, 2): -7*sqrt(8151)/(8398*sqrt(pi))
(6, 3, 9, -1, -3, 4): -sqrt(8778)/(646*sqrt(pi))
(6, 3, 9, -1, -2, 1): 42*sqrt(247)/(4199*sqrt(pi))
(6, 3, 9, -1, -2, 3): 3*sqrt(114114)/(4199*sqrt(pi))
(6, 3, 9, -1, -1, 0): -63*sqrt(494)/(4199*sqrt(pi))
(6, 3, 9, -1, -1, 2): -21*sqrt(13585)/(8398*sqrt(pi))
(6, 3, 9, -1, 0, -1): 28*sqrt(3705)/(4199*sqrt(pi))
(6, 3, 9, -1, 1, -2): -21*sqrt(13585)/(8398*sqrt(pi))
(6, 3, 9, -1, 2, -3): 3*sqrt(114114)/(4199*sqrt(pi))
(6, 3, 9, -1, 2, -1): 42*sqrt(247)/(4199*sqrt(pi))
(6, 3, 9, -1, 3, -4): -sqrt(8778)/(646*sqrt(pi))
(6, 3, 9, -1, 3, -2): -7*sqrt(8151)/(8398*sqrt(pi))
(6, 3, 9, 0, -3, -3): 7*sqrt(8151)/(4199*sqrt(pi))
(6, 3, 9, 0, -2, -2): 7*sqrt(114114)/(8398*sqrt(pi))
(6, 3, 9, 0, -1, -1): 7*sqrt(51870)/(4199*sqrt(pi))
(6, 3, 9, 0, 0, 0): 42*sqrt(1729)/(4199*sqrt(pi))
(6, 3, 9, 0, 1, 1): 7*sqrt(51870)/(4199*sqrt(pi))
(6, 3, 9, 0, 2, 2): 7*sqrt(114114)/(8398*sqrt(pi))
(6, 3, 9, 0, 3, 3): 7*sqrt(8151)/(4199*sqrt(pi))
(6, 3, 9, 1, -3, -4): -sqrt(8778)/(646*sqrt(pi))
(6, 3, 9, 1, -3, -2): 7*sqrt(8151)/(8398*sqrt(pi))
(6, 3, 9, 1, -2, -3): -3*sqrt(114114)/(4199*sqrt(pi))
(6, 3, 9, 1, -2, -1): 42*sqrt(247)/(4199*sqrt(pi))
(6, 3, 9, 1, -1, -2): -21*sqrt(13585)/(8398*sqrt(pi))
(6, 3, 9, 1, 0, 1): 28*sqrt(3705)/(4199*sqrt(pi))
(6, 3, 9, 1, 1, 0): -63*sqrt(494)/(4199*sqrt(pi))
(6, 3, 9, 1, 1, 2): 21*sqrt(13585)/(8398*sqrt(pi))
(6, 3, 9, 1, 2, 1): -42*sqrt(247)/(4199*sqrt(pi))
(6, 3, 9, 1, 2, 3): 3*sqrt(114114)/(4199*sqrt(pi))
(6, 3, 9, 1, 3, 2): -7*sqrt(8151)/(8398*sqrt(pi))
(6, 3, 9, 1, 3, 4): sqrt(8778)/(646*sqrt(pi))
(6, 3, 9, 2, -3, -5): 7*sqrt(1254)/(1292*sqrt(pi))
(6, 3, 9, 2, -3, -1): 7*sqrt(3705)/(8398*sqrt(pi))
(6, 3, 9, 2, -2, -4): 3*sqrt(14630)/(1292*sqrt(pi))
(6, 3, 9, 2, -1, -3): 15*sqrt(114114)/(16796*sqrt(pi))
(6, 3, 9, 2, -1, -1): 105*sqrt(247)/(8398*sqrt(pi))
(6, 3, 9, 2, 0, 2): 35*sqrt(8151)/(8398*sqrt(pi))
(6, 3, 9, 2, 1, 1): -105*sqrt(247)/(8398*sqrt(pi))
(6, 3, 9, 2, 1, 3): 15*sqrt(114114)/(16796*sqrt(pi))
(6, 3, 9, 2, 2, 0): 63*sqrt(494)/(8398*sqrt(pi))
(6, 3, 9, 2, 2, 4): 3*sqrt(14630)/(1292*sqrt(pi))
(6, 3, 9, 2, 3, 1): 7*sqrt(3705)/(8398*sqrt(pi))
(6, 3, 9, 2, 3, 5): 7*sqrt(1254)/(1292*sqrt(pi))
(6, 3, 9, 3, -3, -6): -7*sqrt(2090)/(1292*sqrt(pi))
(6, 3, 9, 3, -2, -5): -7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, 3, -2, -1): 7*sqrt(2470)/(4199*sqrt(pi))
(6, 3, 9, 3, -1, -4): -5*sqrt(1463)/(646*sqrt(pi))
(6, 3, 9, 3, -1, -2): -35*sqrt(5434)/(16796*sqrt(pi))
(6, 3, 9, 3, 0, 3): 10*sqrt(19019)/(4199*sqrt(pi))
(6, 3, 9, 3, 1, 2): -35*sqrt(5434)/(16796*sqrt(pi))
(6, 3, 9, 3, 1, 4): 5*sqrt(1463)/(646*sqrt(pi))
(6, 3, 9, 3, 2, 1): 7*sqrt(2470)/(4199*sqrt(pi))
(6, 3, 9, 3, 2, 5): 7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, 3, 3, 0): -7*sqrt(741)/(4199*sqrt(pi))
(6, 3, 9, 3, 3, 6): 7*sqrt(2090)/(1292*sqrt(pi))
(6, 3, 9, 4, -3, -7): 7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, 4, -3, -1): 7*sqrt(494)/(8398*sqrt(pi))
(6, 3, 9, 4, -2, -6): 21*sqrt(418)/(1292*sqrt(pi))
(6, 3, 9, 4, -2, -2): -7*sqrt(16302)/(16796*sqrt(pi))
(6, 3, 9, 4, -1, -5): 7*sqrt(627)/(646*sqrt(pi))
(6, 3, 9, 4, -1, -3): 3*sqrt(95095)/(8398*sqrt(pi))
(6, 3, 9, 4, 0, 4): sqrt(7315)/(323*sqrt(pi))
(6, 3, 9, 4, 1, 3): -3*sqrt(95095)/(8398*sqrt(pi))
(6, 3, 9, 4, 1, 5): 7*sqrt(627)/(646*sqrt(pi))
(6, 3, 9, 4, 2, 2): 7*sqrt(16302)/(16796*sqrt(pi))
(6, 3, 9, 4, 2, 6): 21*sqrt(418)/(1292*sqrt(pi))
(6, 3, 9, 4, 3, 1): -7*sqrt(494)/(8398*sqrt(pi))
(6, 3, 9, 4, 3, 7): 7*sqrt(209)/(323*sqrt(pi))
(6, 3, 9, 5, -3, -8): -7*sqrt(323)/(323*sqrt(pi))
(6, 3, 9, 5, -3, -2): -7*sqrt(494)/(16796*sqrt(pi))
(6, 3, 9, 5, -2, -7): -14*sqrt(57)/(323*sqrt(pi))
(6, 3, 9, 5, -2, -3): 3*sqrt(1729)/(4199*sqrt(pi))
(6, 3, 9, 5, -1, -6): -21*sqrt(190)/(1292*sqrt(pi))
(6, 3, 9, 5, -1, -4): -sqrt(1995)/(646*sqrt(pi))
(6, 3, 9, 5, 0, 5): 14*sqrt(19)/(323*sqrt(pi))
(6, 3, 9, 5, 1, 4): -sqrt(1995)/(646*sqrt(pi))
(6, 3, 9, 5, 1, 6): 21*sqrt(190)/(1292*sqrt(pi))
(6, 3, 9, 5, 2, 3): 3*sqrt(1729)/(4199*sqrt(pi))
(6, 3, 9, 5, 2, 7): 14*sqrt(57)/(323*sqrt(pi))
(6, 3, 9, 5, 3, 2): -7*sqrt(494)/(16796*sqrt(pi))
(6, 3, 9, 5, 3, 8): 7*sqrt(323)/(323*sqrt(pi))
(6, 3, 9, 6, -3, -9): 7*sqrt(1938)/(646*sqrt(pi))
(6, 3, 9, 6, -3, -3): sqrt(3458)/(16796*sqrt(pi))
(6, 3, 9, 6, -2, -8): 7*sqrt(646)/(646*sqrt(pi))
(6, 3, 9, 6, -2, -4): -sqrt(266)/(1292*sqrt(pi))
(6, 3, 9, 6, -1, -7): 7*sqrt(190)/(646*sqrt(pi))
(6, 3, 9, 6, -1, -5): 7*sqrt(38)/(1292*sqrt(pi))
(6, 3, 9, 6, 0, 6): 7*sqrt(95)/(646*sqrt(pi))
(6, 3, 9, 6, 1, 5): -7*sqrt(38)/(1292*sqrt(pi))
(6, 3, 9, 6, 1, 7): 7*sqrt(190)/(646*sqrt(pi))
(6, 3, 9, 6, 2, 4): sqrt(266)/(1292*sqrt(pi))
(6, 3, 9, 6, 2, 8): 7*sqrt(646)/(646*sqrt(pi))
(6, 3, 9, 6, 3, 3): -sqrt(3458)/(16796*sqrt(pi))
(6, 3, 9, 6, 3, 9): 7*sqrt(1938)/(646*sqrt(pi))
(6, 4, 2, -6, -4, 2): 15*sqrt(286)/(572*sqrt(pi))
(6, 4, 2, -6, 4, -2): 15*sqrt(286)/(572*sqrt(pi))
(6, 4, 2, -5, -4, 1): -5*sqrt(858)/(572*sqrt(pi))
(6, 4, 2, -5, -3, 2): 5*sqrt(429)/(286*sqrt(pi))
(6, 4, 2, -5, 3, -2): -5*sqrt(429)/(286*sqrt(pi))
(6, 4, 2, -5, 4, -1): 5*sqrt(858)/(572*sqrt(pi))
(6, 4, 2, -4, -4, 0): 15*sqrt(13)/(286*sqrt(pi))
(6, 4, 2, -4, -3, 1): -5*sqrt(78)/(143*sqrt(pi))
(6, 4, 2, -4, -2, 2): 5*sqrt(273)/(286*sqrt(pi))
(6, 4, 2, -4, 2, -2): 5*sqrt(273)/(286*sqrt(pi))
(6, 4, 2, -4, 3, -1): -5*sqrt(78)/(143*sqrt(pi))
(6, 4, 2, -3, -4, 1): 3*sqrt(130)/(572*sqrt(pi))
(6, 4, 2, -3, -3, 0): 3*sqrt(195)/(143*sqrt(pi))
(6, 4, 2, -3, -2, 1): -3*sqrt(910)/(286*sqrt(pi))
(6, 4, 2, -3, -1, 2): 3*sqrt(455)/(286*sqrt(pi))
(6, 4, 2, -3, 1, -2): -3*sqrt(455)/(286*sqrt(pi))
(6, 4, 2, -3, 2, -1): 3*sqrt(910)/(286*sqrt(pi))
(6, 4, 2, -3, 4, -1): 3*sqrt(130)/(572*sqrt(pi))
(6, 4, 2, -2, -4, 2): sqrt(130)/(572*sqrt(pi))
(6, 4, 2, -2, -3, 1): 2*sqrt(65)/(143*sqrt(pi))
(6, 4, 2, -2, -2, 0): sqrt(2730)/(143*sqrt(pi))
(6, 4, 2, -2, -1, 1): -2*sqrt(455)/(143*sqrt(pi))
(6, 4, 2, -2, 0, -2): 5*sqrt(182)/(286*sqrt(pi))
(6, 4, 2, -2, 1, -1): -2*sqrt(455)/(143*sqrt(pi))
(6, 4, 2, -2, 3, -1): -2*sqrt(65)/(143*sqrt(pi))
(6, 4, 2, -2, 4, -2): -sqrt(130)/(572*sqrt(pi))
(6, 4, 2, -1, -3, 2): 5*sqrt(26)/(572*sqrt(pi))
(6, 4, 2, -1, -2, 1): 5*sqrt(91)/(286*sqrt(pi))
(6, 4, 2, -1, -1, 0): 5*sqrt(546)/(286*sqrt(pi))
(6, 4, 2, -1, -1, 2): 5*sqrt(182)/(572*sqrt(pi))
(6, 4, 2, -1, 0, -1): 5*sqrt(455)/(286*sqrt(pi))
(6, 4, 2, -1, 1, -2): 5*sqrt(182)/(572*sqrt(pi))
(6, 4, 2, -1, 2, -1): 5*sqrt(91)/(286*sqrt(pi))
(6, 4, 2, -1, 3, -2): 5*sqrt(26)/(572*sqrt(pi))
(6, 4, 2, 0, -2, -2): 5*sqrt(39)/(286*sqrt(pi))
(6, 4, 2, 0, -1, -1): -5*sqrt(78)/(143*sqrt(pi))
(6, 4, 2, 0, 0, 0): 15*sqrt(65)/(286*sqrt(pi))
(6, 4, 2, 0, 1, 1): -5*sqrt(78)/(143*sqrt(pi))
(6, 4, 2, 0, 2, 2): 5*sqrt(39)/(286*sqrt(pi))
(6, 4, 2, 1, -3, -2): -5*sqrt(26)/(572*sqrt(pi))
(6, 4, 2, 1, -2, -1): 5*sqrt(91)/(286*sqrt(pi))
(6, 4, 2, 1, -1, -2): 5*sqrt(182)/(572*sqrt(pi))
(6, 4, 2, 1, 0, 1): 5*sqrt(455)/(286*sqrt(pi))
(6, 4, 2, 1, 1, 0): 5*sqrt(546)/(286*sqrt(pi))
(6, 4, 2, 1, 1, 2): -5*sqrt(182)/(572*sqrt(pi))
(6, 4, 2, 1, 2, 1): -5*sqrt(91)/(286*sqrt(pi))
(6, 4, 2, 1, 3, 2): 5*sqrt(26)/(572*sqrt(pi))
(6, 4, 2, 2, -4, -2): sqrt(130)/(572*sqrt(pi))
(6, 4, 2, 2, -3, -1): -2*sqrt(65)/(143*sqrt(pi))
(6, 4, 2, 2, -1, -1): -2*sqrt(455)/(143*sqrt(pi))
(6, 4, 2, 2, 0, 2): 5*sqrt(182)/(286*sqrt(pi))
(6, 4, 2, 2, 1, 1): 2*sqrt(455)/(143*sqrt(pi))
(6, 4, 2, 2, 2, 0): sqrt(2730)/(143*sqrt(pi))
(6, 4, 2, 2, 3, 1): -2*sqrt(65)/(143*sqrt(pi))
(6, 4, 2, 2, 4, 2): sqrt(130)/(572*sqrt(pi))
(6, 4, 2, 3, -4, -1): 3*sqrt(130)/(572*sqrt(pi))
(6, 4, 2, 3, -2, -1): 3*sqrt(910)/(286*sqrt(pi))
(6, 4, 2, 3, -1, -2): 3*sqrt(455)/(286*sqrt(pi))
(6, 4, 2, 3, 1, 2): 3*sqrt(455)/(286*sqrt(pi))
(6, 4, 2, 3, 2, 1): 3*sqrt(910)/(286*sqrt(pi))
(6, 4, 2, 3, 3, 0): 3*sqrt(195)/(143*sqrt(pi))
(6, 4, 2, 3, 4, 1): -3*sqrt(130)/(572*sqrt(pi))
(6, 4, 2, 4, -3, -1): -5*sqrt(78)/(143*sqrt(pi))
(6, 4, 2, 4, -2, -2): -5*sqrt(273)/(286*sqrt(pi))
(6, 4, 2, 4, 2, 2): 5*sqrt(273)/(286*sqrt(pi))
(6, 4, 2, 4, 3, 1): 5*sqrt(78)/(143*sqrt(pi))
(6, 4, 2, 4, 4, 0): 15*sqrt(13)/(286*sqrt(pi))
(6, 4, 2, 5, -4, -1): 5*sqrt(858)/(572*sqrt(pi))
(6, 4, 2, 5, -3, -2): 5*sqrt(429)/(286*sqrt(pi))
(6, 4, 2, 5, 3, 2): 5*sqrt(429)/(286*sqrt(pi))
(6, 4, 2, 5, 4, 1): 5*sqrt(858)/(572*sqrt(pi))
(6, 4, 2, 6, -4, -2): -15*sqrt(286)/(572*sqrt(pi))
(6, 4, 2, 6, 4, 2): 15*sqrt(286)/(572*sqrt(pi))
(6, 4, 4, -6, -4, 2): -sqrt(858)/(143*sqrt(pi))
(6, 4, 4, -6, -3, 3): -sqrt(6006)/(286*sqrt(pi))
(6, 4, 4, -6, -2, 4): -sqrt(858)/(143*sqrt(pi))
(6, 4, 4, -6, 2, -4): -sqrt(858)/(143*sqrt(pi))
(6, 4, 4, -6, 3, -3): -sqrt(6006)/(286*sqrt(pi))
(6, 4, 4, -6, 4, -2): -sqrt(858)/(143*sqrt(pi))
(6, 4, 4, -5, -4, 1): 3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, -5, -3, 2): 3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, -5, -2, 3): -3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, -5, -1, 4): -3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, -5, 1, -4): 3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, -5, 2, -3): 3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, -5, 3, -2): -3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, -5, 4, -1): -3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, -4, -4, 0): -6*sqrt(65)/(143*sqrt(pi))
(6, 4, 4, -4, -3, 1): 3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, -4, -2, 2): 3*sqrt(91)/(143*sqrt(pi))
(6, 4, 4, -4, -1, 3): 3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, -4, 0, -4): -6*sqrt(65)/(143*sqrt(pi))
(6, 4, 4, -4, 1, -3): 3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, -4, 2, -2): 3*sqrt(91)/(143*sqrt(pi))
(6, 4, 4, -4, 3, -1): 3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, -3, -4, 1): -2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, -3, -3, 0): -5*sqrt(39)/(143*sqrt(pi))
(6, 4, 4, -3, -2, 1): -sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, -3, -1, 2): sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, -3, -1, 4): -2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, -3, 0, -3): -5*sqrt(39)/(143*sqrt(pi))
(6, 4, 4, -3, 1, -4): -2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, -3, 1, -2): -sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, -3, 2, -1): sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, -3, 4, -1): -2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, -2, -4, 2): -sqrt(390)/(143*sqrt(pi))
(6, 4, 4, -2, -3, 1): -3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, -2, -2, 4): sqrt(390)/(143*sqrt(pi))
(6, 4, 4, -2, -1, 1): -sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, -2, -1, 3): 3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, -2, 1, -3): -3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, -2, 1, -1): -sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, -2, 2, -4): -sqrt(390)/(143*sqrt(pi))
(6, 4, 4, -2, 3, -1): 3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, -2, 4, -2): sqrt(390)/(143*sqrt(pi))
(6, 4, 4, -1, -4, 3): -sqrt(546)/(286*sqrt(pi))
(6, 4, 4, -1, -3, 2): -sqrt(78)/(44*sqrt(pi))
(6, 4, 4, -1, -3, 4): -sqrt(546)/(286*sqrt(pi))
(6, 4, 4, -1, -2, 1): -3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, -1, -2, 3): -sqrt(78)/(44*sqrt(pi))
(6, 4, 4, -1, -1, 0): sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, -1, -1, 2): -3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, -1, 0, -1): sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, -1, 1, -2): -3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, -1, 2, -3): -sqrt(78)/(44*sqrt(pi))
(6, 4, 4, -1, 2, -1): -3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, -1, 3, -4): -sqrt(546)/(286*sqrt(pi))
(6, 4, 4, -1, 3, -2): -sqrt(78)/(44*sqrt(pi))
(6, 4, 4, -1, 4, -3): -sqrt(546)/(286*sqrt(pi))
(6, 4, 4, 0, -4, -4): -2*sqrt(13)/(143*sqrt(pi))
(6, 4, 4, 0, -3, -3): 17*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 0, -2, -2): -sqrt(13)/(13*sqrt(pi))
(6, 4, 4, 0, -1, -1): -sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 0, 0, 0): 10*sqrt(13)/(143*sqrt(pi))
(6, 4, 4, 0, 1, 1): -sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 0, 2, 2): -sqrt(13)/(13*sqrt(pi))
(6, 4, 4, 0, 3, 3): 17*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 0, 4, 4): -2*sqrt(13)/(143*sqrt(pi))
(6, 4, 4, 1, -4, -3): -sqrt(546)/(286*sqrt(pi))
(6, 4, 4, 1, -3, -4): -sqrt(546)/(286*sqrt(pi))
(6, 4, 4, 1, -3, -2): sqrt(78)/(44*sqrt(pi))
(6, 4, 4, 1, -2, -3): sqrt(78)/(44*sqrt(pi))
(6, 4, 4, 1, -2, -1): -3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, 1, -1, -2): -3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, 1, 0, 1): sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, 1, 1, 0): sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, 1, 1, 2): 3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, 1, 2, 1): 3*sqrt(546)/(572*sqrt(pi))
(6, 4, 4, 1, 2, 3): -sqrt(78)/(44*sqrt(pi))
(6, 4, 4, 1, 3, 2): -sqrt(78)/(44*sqrt(pi))
(6, 4, 4, 1, 3, 4): sqrt(546)/(286*sqrt(pi))
(6, 4, 4, 1, 4, 3): sqrt(546)/(286*sqrt(pi))
(6, 4, 4, 2, -4, -2): -sqrt(390)/(143*sqrt(pi))
(6, 4, 4, 2, -3, -1): 3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, 2, -2, -4): -sqrt(390)/(143*sqrt(pi))
(6, 4, 4, 2, -1, -3): 3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, 2, -1, -1): -sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, 2, 1, 1): sqrt(2730)/(286*sqrt(pi))
(6, 4, 4, 2, 1, 3): 3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, 2, 2, 4): -sqrt(390)/(143*sqrt(pi))
(6, 4, 4, 2, 3, 1): 3*sqrt(390)/(286*sqrt(pi))
(6, 4, 4, 2, 4, 2): -sqrt(390)/(143*sqrt(pi))
(6, 4, 4, 3, -4, -1): -2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, 3, -2, -1): sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, 3, -1, -4): -2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, 3, -1, -2): sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, 3, 0, 3): -5*sqrt(39)/(143*sqrt(pi))
(6, 4, 4, 3, 1, 2): sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, 3, 1, 4): 2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, 3, 2, 1): sqrt(1365)/(286*sqrt(pi))
(6, 4, 4, 3, 3, 0): -5*sqrt(39)/(143*sqrt(pi))
(6, 4, 4, 3, 4, 1): 2*sqrt(195)/(143*sqrt(pi))
(6, 4, 4, 4, -3, -1): 3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 4, -2, -2): -3*sqrt(91)/(143*sqrt(pi))
(6, 4, 4, 4, -1, -3): 3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 4, 0, 4): -6*sqrt(65)/(143*sqrt(pi))
(6, 4, 4, 4, 1, 3): -3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 4, 2, 2): 3*sqrt(91)/(143*sqrt(pi))
(6, 4, 4, 4, 3, 1): -3*sqrt(13)/(286*sqrt(pi))
(6, 4, 4, 4, 4, 0): -6*sqrt(65)/(143*sqrt(pi))
(6, 4, 4, 5, -4, -1): -3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, 5, -3, -2): 3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, 5, -2, -3): 3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, 5, -1, -4): -3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, 5, 1, 4): -3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, 5, 2, 3): 3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, 5, 3, 2): 3*sqrt(143)/(286*sqrt(pi))
(6, 4, 4, 5, 4, 1): -3*sqrt(143)/(143*sqrt(pi))
(6, 4, 4, 6, -4, -2): sqrt(858)/(143*sqrt(pi))
(6, 4, 4, 6, -3, -3): -sqrt(6006)/(286*sqrt(pi))
(6, 4, 4, 6, -2, -4): sqrt(858)/(143*sqrt(pi))
(6, 4, 4, 6, 2, 4): -sqrt(858)/(143*sqrt(pi))
(6, 4, 4, 6, 3, 3): sqrt(6006)/(286*sqrt(pi))
(6, 4, 4, 6, 4, 2): -sqrt(858)/(143*sqrt(pi))
(6, 4, 6, -6, -4, 2): 3*sqrt(77)/(374*sqrt(pi))
(6, 4, 6, -6, -3, 3): 9*sqrt(154)/(748*sqrt(pi))
(6, 4, 6, -6, -2, 4): 9*sqrt(330)/(748*sqrt(pi))
(6, 4, 6, -6, -1, 5): 3*sqrt(30)/(68*sqrt(pi))
(6, 4, 6, -6, 0, -6): 9/(34*sqrt(pi))
